chapter,verse,arabic_original,arabic_clean,arabic_normalized,tokens
16,104,إِنَّ ٱلَّذِينَ لَا يُؤۡمِنُونَ بِـَٔايَٰتِ ٱللَّهِ لَا يَهۡدِيهِمُ ٱللَّهُ وَلَهُمۡ عَذَابٌ أَلِيمٌ,ان الذين لا يومنون بايت الله لا يهديهم الله ولهم عذاب اليم,ان الذين لا يومنون بايت الله لا يهديهم الله ولهم عذاب اليم,ان الذين لا يومنون بايت الله لا يهديهم الله ولهم عذاب اليم
16,105,إِنَّمَا يَفۡتَرِي ٱلۡكَذِبَ ٱلَّذِينَ لَا يُؤۡمِنُونَ بِـَٔايَٰتِ ٱللَّهِۖ وَأُوْلَـٰٓئِكَ هُمُ ٱلۡكَٰذِبُونَ,انما يفتري الكذب الذين لا يومنون بايت الله واوليك هم الكذبون,انما يفتري الكذب الذين لا يومنون بايت الله واوليك هم الكذبون,انما يفتري الكذب الذين لا يومنون بايت الله واوليك هم الكذبون
16,106,مَن كَفَرَ بِٱللَّهِ مِنۢ بَعۡدِ إِيمَٰنِهِۦٓ إِلَّا مَنۡ أُكۡرِهَ وَقَلۡبُهُۥ مُطۡمَئِنُّۢ بِٱلۡإِيمَٰنِ وَلَٰكِن مَّن شَرَحَ بِٱلۡكُفۡرِ صَدۡرٗا فَعَلَيۡهِمۡ غَضَبٞ مِّنَ ٱللَّهِ وَلَهُمۡ عَذَابٌ عَظِيمٞ,من كفر بالله من بعد ايمنه الا من اكره وقلبه مطمين بالايمن ولكن من شرح بالكفر صدرا فعليهم غضب من الله ولهم عذاب عظيم,من كفر بالله من بعد ايمنه الا من اكره وقلبه مطمين بالايمن ولكن من شرح بالكفر صدرا فعليهم غضب من الله ولهم عذاب عظيم,من كفر بالله من بعد ايمنه الا من اكره وقلبه مطمين بالايمن ولكن من شرح بالكفر صدرا فعليهم غضب من الله ولهم عذاب عظيم
16,107,ذَٰلِكَ بِأَنَّهُمُ ٱسۡتَحَبُّواْ ٱلۡحَيَوٰةَ ٱلدُّنۡيَا عَلَى ٱلۡأٓخِرَةِ وَأَنَّ ٱللَّهَ لَا يَهۡدِي ٱلۡقَوۡمَ ٱلۡكَٰفِرِينَ,ذلك بانهم استحبوا الحيوة الدنيا علي الاخرة وان الله لا يهدي القوم الكفرين,ذلك بانهم استحبوا الحيوة الدنيا علي الاخرة وان الله لا يهدي القوم الكفرين,ذلك بانهم استحبوا الحيوة الدنيا علي الاخرة وان الله لا يهدي القوم الكفرين
16,108,أُوْلَـٰٓئِكَ ٱلَّذِينَ طَبَعَ ٱللَّهُ عَلَىٰ قُلُوبِهِمۡ وَسَمۡعِهِمۡ وَأَبۡصَٰرِهِمۡۖ وَأُوْلَـٰٓئِكَ هُمُ ٱلۡغَٰفِلُونَ,اوليك الذين طبع الله علي قلوبهم وسمعهم وابصرهم واوليك هم الغفلون,اوليك الذين طبع الله علي قلوبهم وسمعهم وابصرهم واوليك هم الغفلون,اوليك الذين طبع الله علي قلوبهم وسمعهم وابصرهم واوليك هم الغفلون
16,109,لَا جَرَمَ أَنَّهُمۡ فِي ٱلۡأٓخِرَةِ هُمُ ٱلۡخَٰسِرُونَ,لا جرم انهم في الاخرة هم الخسرون,لا جرم انهم في الاخرة هم الخسرون,لا جرم انهم في الاخرة هم الخسرون
16,110,ثُمَّ إِنَّ رَبَّكَ لِلَّذِينَ هَاجَرُواْ مِنۢ بَعۡدِ مَا فُتِنُواْ ثُمَّ جَٰهَدُواْ وَصَبَرُوٓاْ إِنَّ رَبَّكَ مِنۢ بَعۡدِهَا لَغَفُورٞ رَّحِيمٞ,ثم ان ربك للذين هاجروا من بعد ما فتنوا ثم جهدوا وصبروا ان ربك من بعدها لغفور رحيم,ثم ان ربك للذين هاجروا من بعد ما فتنوا ثم جهدوا وصبروا ان ربك من بعدها لغفور رحيم,ثم ان ربك للذين هاجروا من بعد ما فتنوا ثم جهدوا وصبروا ان ربك من بعدها لغفور رحيم
16,111,۞يَوۡمَ تَأۡتِي كُلُّ نَفۡسٖ تُجَٰدِلُ عَن نَّفۡسِهَا وَتُوَفَّىٰ كُلُّ نَفۡسٖ مَّا عَمِلَتۡ وَهُمۡ لَا يُظۡلَمُونَ,يوم تاتي كل نفس تجدل عن نفسها وتوفي كل نفس ما عملت وهم لا يظلمون,يوم تاتي كل نفس تجدل عن نفسها وتوفي كل نفس ما عملت وهم لا يظلمون,يوم تاتي كل نفس تجدل عن نفسها وتوفي كل نفس ما عملت وهم لا يظلمون
16,112,وَضَرَبَ ٱللَّهُ مَثَلٗا قَرۡيَةٗ كَانَتۡ ءَامِنَةٗ مُّطۡمَئِنَّةٗ يَأۡتِيهَا رِزۡقُهَا رَغَدٗا مِّن كُلِّ مَكَانٖ فَكَفَرَتۡ بِأَنۡعُمِ ٱللَّهِ فَأَذَٰقَهَا ٱللَّهُ لِبَاسَ ٱلۡجُوعِ وَٱلۡخَوۡفِ بِمَا كَانُواْ يَصۡنَعُونَ,وضرب الله مثلا قرية كانت ءامنة مطمينة ياتيها رزقها رغدا من كل مكان فكفرت بانعم الله فاذقها الله لباس الجوع والخوف بما كانوا يصنعون,وضرب الله مثلا قرية كانت ءامنة مطمينة ياتيها رزقها رغدا من كل مكان فكفرت بانعم الله فاذقها الله لباس الجوع والخوف بما كانوا يصنعون,وضرب الله مثلا قرية كانت ءامنة مطمينة ياتيها رزقها رغدا من كل مكان فكفرت بانعم الله فاذقها الله لباس الجوع والخوف بما كانوا يصنعون
16,113,وَلَقَدۡ جَآءَهُمۡ رَسُولٞ مِّنۡهُمۡ فَكَذَّبُوهُ فَأَخَذَهُمُ ٱلۡعَذَابُ وَهُمۡ ظَٰلِمُونَ,ولقد جاءهم رسول منهم فكذبوه فاخذهم العذاب وهم ظلمون,ولقد جاءهم رسول منهم فكذبوه فاخذهم العذاب وهم ظلمون,ولقد جاءهم رسول منهم فكذبوه فاخذهم العذاب وهم ظلمون
16,114,فَكُلُواْ مِمَّا رَزَقَكُمُ ٱللَّهُ حَلَٰلٗا طَيِّبٗا وَٱشۡكُرُواْ نِعۡمَتَ ٱللَّهِ إِن كُنتُمۡ إِيَّاهُ تَعۡبُدُونَ,فكلوا مما رزقكم الله حللا طيبا واشكروا نعمت الله ان كنتم اياه تعبدون,فكلوا مما رزقكم الله حللا طيبا واشكروا نعمت الله ان كنتم اياه تعبدون,فكلوا مما رزقكم الله حللا طيبا واشكروا نعمت الله ان كنتم اياه تعبدون
16,115,إِنَّمَا حَرَّمَ عَلَيۡكُمُ ٱلۡمَيۡتَةَ وَٱلدَّمَ وَلَحۡمَ ٱلۡخِنزِيرِ وَمَآ أُهِلَّ لِغَيۡرِ ٱللَّهِ بِهِۦۖ فَمَنِ ٱضۡطُرَّ غَيۡرَ بَاغٖ وَلَا عَادٖ فَإِنَّ ٱللَّهَ غَفُورٞ رَّحِيمٞ,انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل لغير الله به فمن اضطر غير باغ ولا عاد فان الله غفور رحيم,انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل لغير الله به فمن اضطر غير باغ ولا عاد فان الله غفور رحيم,انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل لغير الله به فمن اضطر غير باغ ولا عاد فان الله غفور رحيم
16,116,وَلَا تَقُولُواْ لِمَا تَصِفُ أَلۡسِنَتُكُمُ ٱلۡكَذِبَ هَٰذَا حَلَٰلٞ وَهَٰذَا حَرَامٞ لِّتَفۡتَرُواْ عَلَى ٱللَّهِ ٱلۡكَذِبَۚ إِنَّ ٱلَّذِينَ يَفۡتَرُونَ عَلَى ٱللَّهِ ٱلۡكَذِبَ لَا يُفۡلِحُونَ,ولا تقولوا لما تصف السنتكم الكذب هذا حلل وهذا حرام لتفتروا علي الله الكذب ان الذين يفترون علي الله الكذب لا يفلحون,ولا تقولوا لما تصف السنتكم الكذب هذا حلل وهذا حرام لتفتروا علي الله الكذب ان الذين يفترون علي الله الكذب لا يفلحون,ولا تقولوا لما تصف السنتكم الكذب هذا حلل وهذا حرام لتفتروا علي الله الكذب ان الذين يفترون علي الله الكذب لا يفلحون
16,117,مَتَٰعٞ قَلِيلٞ وَلَهُمۡ عَذَابٌ أَلِيمٞ,متع قليل ولهم عذاب اليم,متع قليل ولهم عذاب اليم,متع قليل ولهم عذاب اليم
16,118,وَعَلَى ٱلَّذِينَ هَادُواْ حَرَّمۡنَا مَا قَصَصۡنَا عَلَيۡكَ مِن قَبۡلُۖ وَمَا ظَلَمۡنَٰهُمۡ وَلَٰكِن كَانُوٓاْ أَنفُسَهُمۡ يَظۡلِمُونَ,وعلي الذين هادوا حرمنا ما قصصنا عليك من قبل وما ظلمنهم ولكن كانوا انفسهم يظلمون,وعلي الذين هادوا حرمنا ما قصصنا عليك من قبل وما ظلمنهم ولكن كانوا انفسهم يظلمون,وعلي الذين هادوا حرمنا ما قصصنا عليك من قبل وما ظلمنهم ولكن كانوا انفسهم يظلمون
16,119,ثُمَّ إِنَّ رَبَّكَ لِلَّذِينَ عَمِلُواْ ٱلسُّوٓءَ بِجَهَٰلَةٖ ثُمَّ تَابُواْ مِنۢ بَعۡدِ ذَٰلِكَ وَأَصۡلَحُوٓاْ إِنَّ رَبَّكَ مِنۢ بَعۡدِهَا لَغَفُورٞ رَّحِيمٌ,ثم ان ربك للذين عملوا السوء بجهلة ثم تابوا من بعد ذلك واصلحوا ان ربك من بعدها لغفور رحيم,ثم ان ربك للذين عملوا السوء بجهلة ثم تابوا من بعد ذلك واصلحوا ان ربك من بعدها لغفور رحيم,ثم ان ربك للذين عملوا السوء بجهلة ثم تابوا من بعد ذلك واصلحوا ان ربك من بعدها لغفور رحيم
16,120,إِنَّ إِبۡرَٰهِيمَ كَانَ أُمَّةٗ قَانِتٗا لِّلَّهِ حَنِيفٗا وَلَمۡ يَكُ مِنَ ٱلۡمُشۡرِكِينَ,ان ابرهيم كان امة قانتا لله حنيفا ولم يك من المشركين,ان ابرهيم كان امة قانتا لله حنيفا ولم يك من المشركين,ان ابرهيم كان امة قانتا لله حنيفا ولم يك من المشركين
16,121,شَاكِرٗا لِّأَنۡعُمِهِۚ ٱجۡتَبَىٰهُ وَهَدَىٰهُ إِلَىٰ صِرَٰطٖ مُّسۡتَقِيمٖ,شاكرا لانعمه اجتبيه وهديه الي صرط مستقيم,شاكرا لانعمه اجتبيه وهديه الي صرط مستقيم,شاكرا لانعمه اجتبيه وهديه الي صرط مستقيم
16,122,وَءَاتَيۡنَٰهُ فِي ٱلدُّنۡيَا حَسَنَةٗۖ وَإِنَّهُۥ فِي ٱلۡأٓخِرَةِ لَمِنَ ٱلصَّـٰلِحِينَ,وءاتينه في الدنيا حسنة وانه في الاخرة لمن الصلحين,وءاتينه في الدنيا حسنة وانه في الاخرة لمن الصلحين,وءاتينه في الدنيا حسنة وانه في الاخرة لمن الصلحين
16,123,ثُمَّ أَوۡحَيۡنَآ إِلَيۡكَ أَنِ ٱتَّبِعۡ مِلَّةَ إِبۡرَٰهِيمَ حَنِيفٗاۖ وَمَا كَانَ مِنَ ٱلۡمُشۡرِكِينَ,ثم اوحينا اليك ان اتبع ملة ابرهيم حنيفا وما كان من المشركين,ثم اوحينا اليك ان اتبع ملة ابرهيم حنيفا وما كان من المشركين,ثم اوحينا اليك ان اتبع ملة ابرهيم حنيفا وما كان من المشركين
16,124,إِنَّمَا جُعِلَ ٱلسَّبۡتُ عَلَى ٱلَّذِينَ ٱخۡتَلَفُواْ فِيهِۚ وَإِنَّ رَبَّكَ لَيَحۡكُمُ بَيۡنَهُمۡ يَوۡمَ ٱلۡقِيَٰمَةِ فِيمَا كَانُواْ فِيهِ يَخۡتَلِفُونَ,انما جعل السبت علي الذين اختلفوا فيه وان ربك ليحكم بينهم يوم القيمة فيما كانوا فيه يختلفون,انما جعل السبت علي الذين اختلفوا فيه وان ربك ليحكم بينهم يوم القيمة فيما كانوا فيه يختلفون,انما جعل السبت علي الذين اختلفوا فيه وان ربك ليحكم بينهم يوم القيمة فيما كانوا فيه يختلفون
16,125,ٱدۡعُ إِلَىٰ سَبِيلِ رَبِّكَ بِٱلۡحِكۡمَةِ وَٱلۡمَوۡعِظَةِ ٱلۡحَسَنَةِۖ وَجَٰدِلۡهُم بِٱلَّتِي هِيَ أَحۡسَنُۚ إِنَّ رَبَّكَ هُوَ أَعۡلَمُ بِمَن ضَلَّ عَن سَبِيلِهِۦ وَهُوَ أَعۡلَمُ بِٱلۡمُهۡتَدِينَ,ادع الي سبيل ربك بالحكمة والموعظة الحسنة وجدلهم بالتي هي احسن ان ربك هو اعلم بمن ضل عن سبيله وهو اعلم بالمهتدين,ادع الي سبيل ربك بالحكمة والموعظة الحسنة وجدلهم بالتي هي احسن ان ربك هو اعلم بمن ضل عن سبيله وهو اعلم بالمهتدين,ادع الي سبيل ربك بالحكمة والموعظة الحسنة وجدلهم بالتي هي احسن ان ربك هو اعلم بمن ضل عن سبيله وهو اعلم بالمهتدين
16,126,وَإِنۡ عَاقَبۡتُمۡ فَعَاقِبُواْ بِمِثۡلِ مَا عُوقِبۡتُم بِهِۦۖ وَلَئِن صَبَرۡتُمۡ لَهُوَ خَيۡرٞ لِّلصَّـٰبِرِينَ,وان عاقبتم فعاقبوا بمثل ما عوقبتم به ولين صبرتم لهو خير للصبرين,وان عاقبتم فعاقبوا بمثل ما عوقبتم به ولين صبرتم لهو خير للصبرين,وان عاقبتم فعاقبوا بمثل ما عوقبتم به ولين صبرتم لهو خير للصبرين
16,127,وَٱصۡبِرۡ وَمَا صَبۡرُكَ إِلَّا بِٱللَّهِۚ وَلَا تَحۡزَنۡ عَلَيۡهِمۡ وَلَا تَكُ فِي ضَيۡقٖ مِّمَّا يَمۡكُرُونَ,واصبر وما صبرك الا بالله ولا تحزن عليهم ولا تك في ضيق مما يمكرون,واصبر وما صبرك الا بالله ولا تحزن عليهم ولا تك في ضيق مما يمكرون,واصبر وما صبرك الا بالله ولا تحزن عليهم ولا تك في ضيق مما يمكرون
16,128,إِنَّ ٱللَّهَ مَعَ ٱلَّذِينَ ٱتَّقَواْ وَّٱلَّذِينَ هُم مُّحۡسِنُونَ,ان الله مع الذين اتقوا والذين هم محسنون,ان الله مع الذين اتقوا والذين هم محسنون,ان الله مع الذين اتقوا والذين هم محسنون
17,1,سُبۡحَٰنَ ٱلَّذِيٓ أَسۡرَىٰ بِعَبۡدِهِۦ لَيۡلٗا مِّنَ ٱلۡمَسۡجِدِ ٱلۡحَرَامِ إِلَى ٱلۡمَسۡجِدِ ٱلۡأَقۡصَا ٱلَّذِي بَٰرَكۡنَا حَوۡلَهُۥ لِنُرِيَهُۥ مِنۡ ءَايَٰتِنَآۚ إِنَّهُۥ هُوَ ٱلسَّمِيعُ ٱلۡبَصِيرُ,سبحن الذي اسري بعبده ليلا من المسجد الحرام الي المسجد الاقصا الذي بركنا حوله لنريه من ءايتنا انه هو السميع البصير,سبحن الذي اسري بعبده ليلا من المسجد الحرام الي المسجد الاقصا الذي بركنا حوله لنريه من ءايتنا انه هو السميع البصير,سبحن الذي اسري بعبده ليلا من المسجد الحرام الي المسجد الاقصا الذي بركنا حوله لنريه من ءايتنا انه هو السميع البصير
17,2,وَءَاتَيۡنَا مُوسَى ٱلۡكِتَٰبَ وَجَعَلۡنَٰهُ هُدٗى لِّبَنِيٓ إِسۡرَـٰٓءِيلَ أَلَّا تَتَّخِذُواْ مِن دُونِي وَكِيلٗا,وءاتينا موسي الكتب وجعلنه هدي لبني اسرءيل الا تتخذوا من دوني وكيلا,وءاتينا موسي الكتب وجعلنه هدي لبني اسرءيل الا تتخذوا من دوني وكيلا,وءاتينا موسي الكتب وجعلنه هدي لبني اسرءيل الا تتخذوا من دوني وكيلا
17,3,ذُرِّيَّةَ مَنۡ حَمَلۡنَا مَعَ نُوحٍۚ إِنَّهُۥ كَانَ عَبۡدٗا شَكُورٗا,ذرية من حملنا مع نوح انه كان عبدا شكورا,ذرية من حملنا مع نوح انه كان عبدا شكورا,ذرية من حملنا مع نوح انه كان عبدا شكورا
17,4,وَقَضَيۡنَآ إِلَىٰ بَنِيٓ إِسۡرَـٰٓءِيلَ فِي ٱلۡكِتَٰبِ لَتُفۡسِدُنَّ فِي ٱلۡأَرۡضِ مَرَّتَيۡنِ وَلَتَعۡلُنَّ عُلُوّٗا كَبِيرٗا,وقضينا الي بني اسرءيل في الكتب لتفسدن في الارض مرتين ولتعلن علوا كبيرا,وقضينا الي بني اسرءيل في الكتب لتفسدن في الارض مرتين ولتعلن علوا كبيرا,وقضينا الي بني اسرءيل في الكتب لتفسدن في الارض مرتين ولتعلن علوا كبيرا
17,5,فَإِذَا جَآءَ وَعۡدُ أُولَىٰهُمَا بَعَثۡنَا عَلَيۡكُمۡ عِبَادٗا لَّنَآ أُوْلِي بَأۡسٖ شَدِيدٖ فَجَاسُواْ خِلَٰلَ ٱلدِّيَارِۚ وَكَانَ وَعۡدٗا مَّفۡعُولٗا,فاذا جاء وعد اوليهما بعثنا عليكم عبادا لنا اولي باس شديد فجاسوا خلل الديار وكان وعدا مفعولا,فاذا جاء وعد اوليهما بعثنا عليكم عبادا لنا اولي باس شديد فجاسوا خلل الديار وكان وعدا مفعولا,فاذا جاء وعد اوليهما بعثنا عليكم عبادا لنا اولي باس شديد فجاسوا خلل الديار وكان وعدا مفعولا
17,6,ثُمَّ رَدَدۡنَا لَكُمُ ٱلۡكَرَّةَ عَلَيۡهِمۡ وَأَمۡدَدۡنَٰكُم بِأَمۡوَٰلٖ وَبَنِينَ وَجَعَلۡنَٰكُمۡ أَكۡثَرَ نَفِيرًا,ثم رددنا لكم الكرة عليهم وامددنكم بامول وبنين وجعلنكم اكثر نفيرا,ثم رددنا لكم الكرة عليهم وامددنكم بامول وبنين وجعلنكم اكثر نفيرا,ثم رددنا لكم الكرة عليهم وامددنكم بامول وبنين وجعلنكم اكثر نفيرا
17,7,إِنۡ أَحۡسَنتُمۡ أَحۡسَنتُمۡ لِأَنفُسِكُمۡۖ وَإِنۡ أَسَأۡتُمۡ فَلَهَاۚ فَإِذَا جَآءَ وَعۡدُ ٱلۡأٓخِرَةِ لِيَسُـُٔواْ وُجُوهَكُمۡ وَلِيَدۡخُلُواْ ٱلۡمَسۡجِدَ كَمَا دَخَلُوهُ أَوَّلَ مَرَّةٖ وَلِيُتَبِّرُواْ مَا عَلَوۡاْ تَتۡبِيرًا,ان احسنتم احسنتم لانفسكم وان اساتم فلها فاذا جاء وعد الاخرة ليسوا وجوهكم وليدخلوا المسجد كما دخلوه اول مرة وليتبروا ما علوا تتبيرا,ان احسنتم احسنتم لانفسكم وان اساتم فلها فاذا جاء وعد الاخرة ليسوا وجوهكم وليدخلوا المسجد كما دخلوه اول مرة وليتبروا ما علوا تتبيرا,ان احسنتم احسنتم لانفسكم وان اساتم فلها فاذا جاء وعد الاخرة ليسوا وجوهكم وليدخلوا المسجد كما دخلوه اول مرة وليتبروا ما علوا تتبيرا
17,8,عَسَىٰ رَبُّكُمۡ أَن يَرۡحَمَكُمۡۚ وَإِنۡ عُدتُّمۡ عُدۡنَاۚ وَجَعَلۡنَا جَهَنَّمَ لِلۡكَٰفِرِينَ حَصِيرًا,عسي ربكم ان يرحمكم وان عدتم عدنا وجعلنا جهنم للكفرين حصيرا,عسي ربكم ان يرحمكم وان عدتم عدنا وجعلنا جهنم للكفرين حصيرا,عسي ربكم ان يرحمكم وان عدتم عدنا وجعلنا جهنم للكفرين حصيرا
17,9,إِنَّ هَٰذَا ٱلۡقُرۡءَانَ يَهۡدِي لِلَّتِي هِيَ أَقۡوَمُ وَيُبَشِّرُ ٱلۡمُؤۡمِنِينَ ٱلَّذِينَ يَعۡمَلُونَ ٱلصَّـٰلِحَٰتِ أَنَّ لَهُمۡ أَجۡرٗا كَبِيرٗا,ان هذا القرءان يهدي للتي هي اقوم ويبشر المومنين الذين يعملون الصلحت ان لهم اجرا كبيرا,ان هذا القرءان يهدي للتي هي اقوم ويبشر المومنين الذين يعملون الصلحت ان لهم اجرا كبيرا,ان هذا القرءان يهدي للتي هي اقوم ويبشر المومنين الذين يعملون الصلحت ان لهم اجرا كبيرا
17,10,وَأَنَّ ٱلَّذِينَ لَا يُؤۡمِنُونَ بِٱلۡأٓخِرَةِ أَعۡتَدۡنَا لَهُمۡ عَذَابًا أَلِيمٗا,وان الذين لا يومنون بالاخرة اعتدنا لهم عذابا اليما,وان الذين لا يومنون بالاخرة اعتدنا لهم عذابا اليما,وان الذين لا يومنون بالاخرة اعتدنا لهم عذابا اليما
17,11,وَيَدۡعُ ٱلۡإِنسَٰنُ بِٱلشَّرِّ دُعَآءَهُۥ بِٱلۡخَيۡرِۖ وَكَانَ ٱلۡإِنسَٰنُ عَجُولٗا,ويدع الانسن بالشر دعاءه بالخير وكان الانسن عجولا,ويدع الانسن بالشر دعاءه بالخير وكان الانسن عجولا,ويدع الانسن بالشر دعاءه بالخير وكان الانسن عجولا
17,12,وَجَعَلۡنَا ٱلَّيۡلَ وَٱلنَّهَارَ ءَايَتَيۡنِۖ فَمَحَوۡنَآ ءَايَةَ ٱلَّيۡلِ وَجَعَلۡنَآ ءَايَةَ ٱلنَّهَارِ مُبۡصِرَةٗ لِّتَبۡتَغُواْ فَضۡلٗا مِّن رَّبِّكُمۡ وَلِتَعۡلَمُواْ عَدَدَ ٱلسِّنِينَ وَٱلۡحِسَابَۚ وَكُلَّ شَيۡءٖ فَصَّلۡنَٰهُ تَفۡصِيلٗا,وجعلنا اليل والنهار ءايتين فمحونا ءاية اليل وجعلنا ءاية النهار مبصرة لتبتغوا فضلا من ربكم ولتعلموا عدد السنين والحساب وكل شيء فصلنه تفصيلا,وجعلنا اليل والنهار ءايتين فمحونا ءاية اليل وجعلنا ءاية النهار مبصرة لتبتغوا فضلا من ربكم ولتعلموا عدد السنين والحساب وكل شيء فصلنه تفصيلا,وجعلنا اليل والنهار ءايتين فمحونا ءاية اليل وجعلنا ءاية النهار مبصرة لتبتغوا فضلا من ربكم ولتعلموا عدد السنين والحساب وكل شيء فصلنه تفصيلا
17,13,وَكُلَّ إِنسَٰنٍ أَلۡزَمۡنَٰهُ طَـٰٓئِرَهُۥ فِي عُنُقِهِۦۖ وَنُخۡرِجُ لَهُۥ يَوۡمَ ٱلۡقِيَٰمَةِ كِتَٰبٗا يَلۡقَىٰهُ مَنشُورًا,وكل انسن الزمنه طيره في عنقه ونخرج له يوم القيمة كتبا يلقيه منشورا,وكل انسن الزمنه طيره في عنقه ونخرج له يوم القيمة كتبا يلقيه منشورا,وكل انسن الزمنه طيره في عنقه ونخرج له يوم القيمة كتبا يلقيه منشورا
17,14,ٱقۡرَأۡ كِتَٰبَكَ كَفَىٰ بِنَفۡسِكَ ٱلۡيَوۡمَ عَلَيۡكَ حَسِيبٗا,اقرا كتبك كفي بنفسك اليوم عليك حسيبا,اقرا كتبك كفي بنفسك اليوم عليك حسيبا,اقرا كتبك كفي بنفسك اليوم عليك حسيبا
17,15,مَّنِ ٱهۡتَدَىٰ فَإِنَّمَا يَهۡتَدِي لِنَفۡسِهِۦۖ وَمَن ضَلَّ فَإِنَّمَا يَضِلُّ عَلَيۡهَاۚ وَلَا تَزِرُ وَازِرَةٞ وِزۡرَ أُخۡرَىٰۗ وَمَا كُنَّا مُعَذِّبِينَ حَتَّىٰ نَبۡعَثَ رَسُولٗا,من اهتدي فانما يهتدي لنفسه ومن ضل فانما يضل عليها ولا تزر وازرة وزر اخري وما كنا معذبين حتي نبعث رسولا,من اهتدي فانما يهتدي لنفسه ومن ضل فانما يضل عليها ولا تزر وازرة وزر اخري وما كنا معذبين حتي نبعث رسولا,من اهتدي فانما يهتدي لنفسه ومن ضل فانما يضل عليها ولا تزر وازرة وزر اخري وما كنا معذبين حتي نبعث رسولا
17,16,وَإِذَآ أَرَدۡنَآ أَن نُّهۡلِكَ قَرۡيَةً أَمَرۡنَا مُتۡرَفِيهَا فَفَسَقُواْ فِيهَا فَحَقَّ عَلَيۡهَا ٱلۡقَوۡلُ فَدَمَّرۡنَٰهَا تَدۡمِيرٗا,واذا اردنا ان نهلك قرية امرنا مترفيها ففسقوا فيها فحق عليها القول فدمرنها تدميرا,واذا اردنا ان نهلك قرية امرنا مترفيها ففسقوا فيها فحق عليها القول فدمرنها تدميرا,واذا اردنا ان نهلك قرية امرنا مترفيها ففسقوا فيها فحق عليها القول فدمرنها تدميرا
17,17,وَكَمۡ أَهۡلَكۡنَا مِنَ ٱلۡقُرُونِ مِنۢ بَعۡدِ نُوحٖۗ وَكَفَىٰ بِرَبِّكَ بِذُنُوبِ عِبَادِهِۦ خَبِيرَۢا بَصِيرٗا,وكم اهلكنا من القرون من بعد نوح وكفي بربك بذنوب عباده خبيرا بصيرا,وكم اهلكنا من القرون من بعد نوح وكفي بربك بذنوب عباده خبيرا بصيرا,وكم اهلكنا من القرون من بعد نوح وكفي بربك بذنوب عباده خبيرا بصيرا
17,18,مَّن كَانَ يُرِيدُ ٱلۡعَاجِلَةَ عَجَّلۡنَا لَهُۥ فِيهَا مَا نَشَآءُ لِمَن نُّرِيدُ ثُمَّ جَعَلۡنَا لَهُۥ جَهَنَّمَ يَصۡلَىٰهَا مَذۡمُومٗا مَّدۡحُورٗا,من كان يريد العاجلة عجلنا له فيها ما نشاء لمن نريد ثم جعلنا له جهنم يصليها مذموما مدحورا,من كان يريد العاجلة عجلنا له فيها ما نشاء لمن نريد ثم جعلنا له جهنم يصليها مذموما مدحورا,من كان يريد العاجلة عجلنا له فيها ما نشاء لمن نريد ثم جعلنا له جهنم يصليها مذموما مدحورا
17,19,وَمَنۡ أَرَادَ ٱلۡأٓخِرَةَ وَسَعَىٰ لَهَا سَعۡيَهَا وَهُوَ مُؤۡمِنٞ فَأُوْلَـٰٓئِكَ كَانَ سَعۡيُهُم مَّشۡكُورٗا,ومن اراد الاخرة وسعي لها سعيها وهو مومن فاوليك كان سعيهم مشكورا,ومن اراد الاخرة وسعي لها سعيها وهو مومن فاوليك كان سعيهم مشكورا,ومن اراد الاخرة وسعي لها سعيها وهو مومن فاوليك كان سعيهم مشكورا
17,20,كُلّٗا نُّمِدُّ هَـٰٓؤُلَآءِ وَهَـٰٓؤُلَآءِ مِنۡ عَطَآءِ رَبِّكَۚ وَمَا كَانَ عَطَآءُ رَبِّكَ مَحۡظُورًا,كلا نمد هولاء وهولاء من عطاء ربك وما كان عطاء ربك محظورا,كلا نمد هولاء وهولاء من عطاء ربك وما كان عطاء ربك محظورا,كلا نمد هولاء وهولاء من عطاء ربك وما كان عطاء ربك محظورا
17,21,ٱنظُرۡ كَيۡفَ فَضَّلۡنَا بَعۡضَهُمۡ عَلَىٰ بَعۡضٖۚ وَلَلۡأٓخِرَةُ أَكۡبَرُ دَرَجَٰتٖ وَأَكۡبَرُ تَفۡضِيلٗا,انظر كيف فضلنا بعضهم علي بعض وللاخرة اكبر درجت واكبر تفضيلا,انظر كيف فضلنا بعضهم علي بعض وللاخرة اكبر درجت واكبر تفضيلا,انظر كيف فضلنا بعضهم علي بعض وللاخرة اكبر درجت واكبر تفضيلا
17,22,لَّا تَجۡعَلۡ مَعَ ٱللَّهِ إِلَٰهًا ءَاخَرَ فَتَقۡعُدَ مَذۡمُومٗا مَّخۡذُولٗا,لا تجعل مع الله الها ءاخر فتقعد مذموما مخذولا,لا تجعل مع الله الها ءاخر فتقعد مذموما مخذولا,لا تجعل مع الله الها ءاخر فتقعد مذموما مخذولا
